# Undirected graph (each unordered pair of nodes is saved once): prefattach.txt
# Nodes: 100 Edges: 945
# NodeId	NodeId
0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	11
0	12
0	13
0	15
0	16
0	17
0	18
0	20
0	21
0	22
0	24
0	25
0	26
0	28
0	29
0	30
0	31
0	33
0	34
0	35
0	37
0	38
0	39
0	40
0	43
0	45
0	49
0	56
0	61
0	62
0	63
0	74
0	75
0	77
0	79
0	81
0	83
0	87
0	92
0	93
0	97
1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	13
1	14
1	16
1	18
1	20
1	21
1	22
1	25
1	26
1	27
1	28
1	32
1	34
1	48
1	51
1	53
1	58
1	71
1	73
1	74
1	89
1	91
1	98
2	3
2	4
2	5
2	6
2	7
2	8
2	9
2	10
2	11
2	13
2	14
2	15
2	17
2	18
2	19
2	22
2	23
2	24
2	30
2	33
2	34
2	42
2	43
2	49
2	66
2	70
2	71
2	72
2	75
2	76
2	79
2	81
2	89
2	99
3	4
3	5
3	6
3	7
3	8
3	9
3	10
3	11
3	12
3	14
3	18
3	20
3	22
3	23
3	24
3	25
3	26
3	31
3	33
3	37
3	38
3	40
3	42
3	47
3	50
3	51
3	53
3	57
3	59
3	61
3	65
3	81
3	85
3	90
3	93
3	95
3	98
3	99
4	5
4	6
4	7
4	8
4	9
4	10
4	11
4	12
4	14
4	16
4	17
4	19
4	22
4	23
4	25
4	26
4	30
4	34
4	37
4	39
4	40
4	48
4	51
4	56
4	60
4	62
4	67
4	76
4	83
4	86
4	89
4	93
4	97
4	98
5	6
5	7
5	8
5	9
5	10
5	11
5	12
5	13
5	14
5	15
5	17
5	18
5	19
5	21
5	22
5	24
5	26
5	29
5	31
5	33
5	35
5	38
5	41
5	43
5	45
5	50
5	52
5	56
5	57
5	69
5	71
5	72
5	79
5	80
5	82
5	88
5	93
5	95
5	97
5	99
6	7
6	8
6	9
6	10
6	11
6	12
6	13
6	14
6	17
6	20
6	21
6	25
6	29
6	35
6	38
6	40
6	41
6	43
6	45
6	46
6	49
6	52
6	53
6	55
6	56
6	60
6	67
6	71
6	74
6	76
6	78
6	91
6	93
6	94
6	97
6	98
7	8
7	9
7	10
7	11
7	12
7	13
7	14
7	15
7	17
7	18
7	19
7	23
7	24
7	25
7	29
7	30
7	32
7	33
7	34
7	36
7	41
7	43
7	44
7	50
7	54
7	57
7	58
7	68
7	69
7	70
7	76
7	85
8	9
8	10
8	11
8	12
8	13
8	14
8	15
8	16
8	18
8	19
8	20
8	22
8	25
8	28
8	32
8	34
8	36
8	41
8	44
8	46
8	49
8	50
8	51
8	57
8	58
8	60
8	62
8	63
8	64
8	65
8	69
8	70
8	77
8	78
8	79
8	81
8	83
8	87
8	88
8	89
8	90
8	98
9	10
9	11
9	12
9	14
9	15
9	16
9	17
9	20
9	23
9	24
9	25
9	27
9	30
9	31
9	37
9	41
9	42
9	44
9	45
9	46
9	51
9	54
9	57
9	58
9	63
9	64
9	66
9	67
9	68
9	69
9	70
9	73
9	78
9	80
9	86
9	91
9	92
9	96
10	11
10	12
10	13
10	15
10	16
10	17
10	19
10	22
10	23
10	32
10	33
10	34
10	38
10	39
10	41
10	44
10	48
10	59
10	65
10	67
10	68
10	70
10	73
10	84
10	92
10	98
11	12
11	13
11	14
11	15
11	21
11	27
11	28
11	31
11	32
11	33
11	34
11	35
11	36
11	37
11	45
11	47
11	48
11	50
11	54
11	57
11	59
11	74
11	77
11	78
11	83
11	88
11	97
12	13
12	15
12	16
12	17
12	18
12	19
12	25
12	27
12	30
12	34
12	35
12	36
12	39
12	43
12	45
12	49
12	51
12	52
12	54
12	55
12	63
12	64
12	66
12	67
12	71
12	72
12	73
12	77
12	85
12	86
12	93
12	94
12	95
12	99
13	15
13	16
13	17
13	18
13	20
13	21
13	23
13	28
13	32
13	36
13	40
13	41
13	42
13	43
13	47
13	49
13	50
13	59
13	79
13	83
13	84
13	86
13	89
13	90
13	93
13	97
14	16
14	19
14	20
14	35
14	40
14	42
14	44
14	50
14	51
14	52
14	53
14	55
14	59
14	70
14	81
15	16
15	18
15	19
15	20
15	21
15	26
15	38
15	41
15	43
15	44
15	48
15	49
15	62
15	63
15	67
15	71
15	83
15	93
15	94
15	98
16	21
16	24
16	27
16	30
16	31
16	35
16	45
16	46
16	48
16	49
16	55
16	61
16	63
16	64
16	75
16	77
16	78
16	90
17	19
17	21
17	22
17	23
17	26
17	37
17	39
17	43
17	47
17	60
17	64
17	70
17	72
17	80
17	82
17	84
17	87
18	24
18	26
18	27
18	28
18	38
18	39
18	59
18	68
18	69
18	73
18	79
18	87
18	91
19	20
19	21
19	27
19	28
19	29
19	39
19	44
19	52
19	53
19	55
19	56
19	58
19	61
19	64
19	69
19	75
19	77
19	84
19	92
20	23
20	24
20	29
20	30
20	31
20	37
20	39
20	40
20	44
20	53
20	61
20	62
20	66
20	71
20	72
20	74
20	76
20	77
20	82
20	94
20	96
21	22
21	29
21	31
21	33
21	36
21	47
21	54
21	56
21	60
21	75
21	85
21	94
22	23
22	24
22	25
22	26
22	28
22	32
22	35
22	53
22	57
22	72
22	83
22	87
22	94
23	27
23	28
23	29
23	30
23	32
23	35
23	39
23	45
23	51
23	57
23	61
23	90
23	96
24	26
24	29
24	41
24	47
24	54
24	55
24	90
25	27
25	31
25	32
25	34
25	36
25	38
25	42
25	52
25	55
25	56
25	62
25	64
25	69
25	71
25	75
25	77
25	85
25	89
25	90
26	27
26	29
26	33
26	35
26	40
26	47
26	52
26	59
26	71
26	72
26	73
26	82
26	86
27	28
27	32
27	50
27	51
27	67
27	76
27	97
28	30
28	74
28	79
29	36
29	38
29	40
29	46
29	48
29	52
29	53
29	54
29	60
29	62
29	63
29	67
29	70
29	73
29	84
29	87
30	31
30	44
30	64
30	82
30	99
31	42
31	46
31	49
31	52
31	54
31	56
31	60
31	65
31	69
31	87
31	93
31	99
32	33
32	36
32	37
32	38
32	43
32	45
32	46
32	47
32	48
32	56
32	61
32	66
32	73
32	85
32	91
32	93
33	36
33	42
33	44
33	46
33	61
33	67
33	83
33	86
34	37
34	59
34	62
34	78
34	99
35	37
35	54
35	61
35	65
35	68
35	80
35	81
35	95
36	42
36	53
36	57
36	69
36	75
36	76
36	77
36	80
36	85
36	88
36	92
36	95
37	39
37	40
37	66
37	68
37	82
37	96
38	45
38	46
38	50
38	52
38	60
38	79
38	84
38	88
39	42
39	47
39	65
39	72
39	84
39	90
40	41
40	65
40	74
40	75
40	81
40	91
41	55
41	59
41	73
41	80
41	83
41	84
41	87
41	89
42	59
42	64
42	80
43	55
43	62
43	65
43	66
43	74
44	48
44	86
45	46
45	63
45	76
45	91
45	97
46	47
46	51
46	81
46	88
47	48
47	49
47	50
47	54
47	60
47	66
47	68
47	76
47	88
48	53
48	67
49	58
49	61
49	65
49	68
49	73
49	75
49	82
50	56
50	57
50	58
50	72
50	86
51	58
51	88
51	90
51	94
